Name,#Images,#Recognised images,Percent of recognising
JT_Snow,1,1,100.0
Irv_Nathan,1,1,100.0
Tim_Allen,4,4,100.0
Judith_Nathan,1,1,100.0
Dimitri_Perricos,1,1,100.0
Mike_Farrar,1,1,100.0
Irina_Yatchenko,1,1,100.0
Victoria_Clarke,5,5,100.0
Sanjay_Chawla,1,1,100.0
Ulrich_Kueperkoch,1,1,100.0
Melanie_Griffith,3,3,100.0
Judd_Davies,1,1,100.0
Peter_Camejo,1,1,100.0
Eric_Benet,1,1,100.0
Michael_Friedman,1,1,100.0
Mohammad_Mustapha_Miro,1,1,100.0
Mick_McCarthy,1,1,100.0
Demetrin_Veal,1,1,100.0
Andy_North,1,1,100.0
Melana_Scantlin,1,1,100.0
Mark_Podlesny,1,1,100.0
Hassan_Wirajuda,2,2,100.0
Mark_Rosenbaum,1,1,100.0
Kwon_Young-gil,1,1,100.0
Eric_Staal,1,1,100.0
Tiger_Woods,23,21,91.30434782608695
Norodom_Chakrapong,1,1,100.0
Kurt_Warner,5,5,100.0
Walter_Annenberg,1,1,100.0
Alberto_Ruiz_Gallardon,2,1,50.0
Kirk_Franklin,1,1,100.0
Kenenisa_Bekele,1,1,100.0
Muffet_McGraw,1,1,100.0
Martin_Keown,1,1,100.0
Brian_Scalabrine,1,1,100.0
Cassandra_Heise,1,1,100.0
Alanna_Ubach,1,1,100.0
Mike_Johanns,1,1,100.0
Omar_el-Heib,1,1,100.0
Tony_Curtis,2,2,100.0
Missy_Crider,1,1,100.0
Scott_Fawell,1,1,100.0
Severino_Antinori,1,1,100.0
Michelle_Branch,2,2,100.0
Brad_Miller,1,1,100.0
Wayne_Allard,1,1,100.0
Sammy_Sosa,2,1,50.0
Jose_Bove,1,1,100.0
William_Hyde,1,1,100.0
Dennis_Hastert,5,5,100.0
Laura_Flessel,1,1,100.0
Carl_Pope,1,1,100.0
Tim_Norbeck,1,1,100.0
Mitchell_McLaughlin,1,1,100.0
Valerie_Thwaites,1,1,100.0
Spike_Helmick,1,1,100.0
Gene_Hackman,1,1,100.0
Juan_Carlos_Ferrero,28,28,100.0
Ana_Isabel_Sanchez,1,1,100.0
George_HW_Bush,12,11,91.66666666666667
Eva_Mendes,1,1,100.0
Tom_DeLay,1,1,100.0
Carla_Moreno,1,1,100.0
Andy_Hebb,2,2,100.0
Brandon_Larson,1,1,100.0
Masaru_Hayami,1,1,100.0
Vivica_Fox,2,2,100.0
Tom_Ridge,33,30,90.9090909090909
Andrew_Caldecott,1,1,100.0
Alfonso_Cuaron,1,1,100.0
Bruce_Lunsford,1,1,100.0
Neil_Goldman,1,1,100.0
Winona_Ryder,24,24,100.0
Boutros_Boutros_Ghali,1,1,100.0
Aaron_Guiel,1,1,100.0
Ismael_Miranda,1,1,100.0
Alain_Ducasse,1,1,100.0
Andy_Griggs,1,1,100.0
Sidney_Kimmel,1,1,100.0
Muhammad_Ibrahim_Bilal,1,1,100.0
King_Abdullah_II,5,5,100.0
Mike_Krzyzewski,6,6,100.0
Kiki_Vandeweghe,2,2,100.0
Paul_Henderson,1,1,100.0
Vagit_Alekperov,1,1,100.0
Vytas_Danelius,1,1,100.0
Olivera_Labus,1,1,100.0
Marta_Dominguz,1,1,100.0
Thomas_Mesereau_Jr,1,1,100.0
Khader_Rashid_Rahim,1,1,100.0
Mark_Geragos,2,2,100.0
Jon_Voight,3,3,100.0
Junko_Tabei,1,1,100.0
Todd_Haynes,4,4,100.0
Betsy_Smith,2,2,100.0
Kevin_Crane,1,1,100.0
Martin_Sheen,2,2,100.0
Uthai_Pimchaichon,1,1,100.0
Eva_Herzigova,1,1,100.0
Djabir_Said-Guerni,1,1,100.0
George_Lucas,1,1,100.0
Dolma_Tsering,2,2,100.0
Wilbert_Foy,1,1,100.0
Carlos_Paternina,1,1,100.0
Jon_Gruden,7,7,100.0
Laura_Gobai,1,1,100.0
Judy_Locy,1,1,100.0
Carmen_Electra,6,6,100.0
Juan_Francisco_Palencia,1,1,100.0
Mark_Sacco,1,1,100.0
Kirk_Doerger,1,1,100.0
David_Duval,1,1,100.0
Alex_Popov,1,1,100.0
Isaiah_Washington,2,2,100.0
Hana_Urushima,1,1,100.0
Bill_Nelson,2,2,100.0
Micky_Arison,1,1,100.0
Celso_Lafer,1,1,100.0
Marwan_Barghouthi,2,2,100.0
Tori_Amos,1,1,100.0
Laszlo_Kovacs,1,1,100.0
Nancy_Demme,2,2,100.0
Allyson_Felix,5,5,100.0
Kenny_Chesney,1,1,100.0
Michael_Michele,1,1,100.0
Nida_Blanca,1,1,100.0
Michael_Killeen,1,1,100.0
George_Karl,2,2,100.0
Jorge_Batlle,3,3,100.0
Jose_Carlo_Fernandez,1,1,100.0
Alex_Penelas,2,2,100.0
Julio_Toro,1,1,100.0
Bob_Eskridge,1,1,100.0
Tom_Brady,2,2,100.0
Brajesh_Mishra,1,1,100.0
Milan_Kucan,1,1,100.0
Nick_Rimando,1,1,100.0
Eric_Christian_Olsen,1,1,100.0
Melissa_Joan_Hart,1,1,100.0
Joseph_Estrada,4,4,100.0
Bob_Holden,1,1,100.0
Wilton_Gregory,1,1,100.0
David_Donohue,1,1,100.0
JK_Rowling,6,6,100.0
Larry_Coker,4,4,100.0
Julie_Infante,1,1,100.0
Andrew_Cuomo,2,2,100.0
Sahim_Alwan,1,1,100.0
Wolfgang_Schneiderhan,1,1,100.0
Patrick_Eaves,1,1,100.0
Kimi_Raikkonen,2,2,100.0
Carolyn_Dawn_Johnson,3,3,100.0
Andres_Pastrana,1,1,100.0
Nancy_Powell,1,1,100.0
Bridget_Fonda,3,3,100.0
David_Kelley,2,2,100.0
Hal_Gehman,5,5,100.0
Budd_Schulberg,1,1,100.0
Jennifer_Garner,12,12,100.0
Miguel_Angel_Rodriguez,1,1,100.0
Alan_Greer,1,1,100.0
Jim_Wall,1,1,100.0
Lars_Von_Trier,3,3,100.0
Kim_Clijsters,14,14,100.0
Cheryl_James,1,1,100.0
Valentina_Cervi,1,1,100.0
Diana_Munz,3,3,100.0
Moby,1,1,100.0
Imad_Moustapha,2,2,100.0
Lena_Olin,1,1,100.0
Charles_Chandler_IV,1,1,100.0
Jenny_Romero,1,1,100.0
Isabelle_Huppert,2,2,100.0
Vladimir_Meciar,1,1,100.0
Bill_Belichick,2,2,100.0
Natalie_Cole,3,3,100.0
Brandon_Boyd,1,1,100.0
Ishaq_Shahryar,2,2,100.0
Alex_Ferguson,1,1,100.0
Lane_Bryant,1,1,100.0
Marvan_Atapattu,1,1,100.0
Thomas_Van_Essen,1,1,100.0
Diana_Silvius,1,1,100.0
Brittany_Snow,1,1,100.0
Sarah_Canale,1,1,100.0
Thomas_Stewart,1,1,100.0
Jennette_Bradley,1,1,100.0
Larry_Ralston,1,1,100.0
Tony_Stewart,6,6,100.0
Koichi_Haraguchi,1,1,100.0
Bixente_LIzarazu,1,1,100.0
Phil_Morris,1,1,100.0
Andreas_Vinciguerra,1,1,100.0
Wendell_Bryant,1,1,100.0
Larry_Johnson,2,2,100.0
Carlos_Vives,4,4,100.0
Lawrence_MacAulay,2,2,100.0
Martha_Stewart,5,5,100.0
Koichi_Tanaka,1,1,100.0
Enos_Slaughter,1,1,100.0
Bonnie_Fuller,1,1,100.0
Michael_Schumacher,17,16,94.11764705882354
Kristy_Curry,1,1,100.0
Nadia_Petrova,4,4,100.0
Itzhak_Perlman,1,1,100.0
Kent_Rominger,2,2,100.0
Hashan_Tillakaratne,1,1,100.0
Carla_Sullivan,1,1,100.0
Jiri_Novak,11,11,100.0
Eric_Bana,1,1,100.0
Cho_Myung-kyun,1,1,100.0
Matt_Damon,4,4,100.0
Bill_Simon,15,15,100.0
Kim_Gandy,1,1,100.0
Dave_Potter,1,1,100.0
Brad_Smith,1,1,100.0
Mario_Lemieux,1,1,100.0
Wayne_Ferreira,5,5,100.0
Dick_Jauron,1,1,100.0
Tim_Salmon,1,1,100.0
Thomas_Enqvist,1,1,100.0
Dario_Franchitti,1,1,100.0
Melchor_Cob_Castro,1,1,100.0
Haydar_Aliyev,1,1,100.0
Jim_Wessling,1,1,100.0
Nicolas_Kiefer,1,1,100.0
Dennis_Kucinich,7,7,100.0
Eric_Vigouroux,1,1,100.0
Stacy_Nelson,1,1,100.0
Liam_Neeson,3,3,100.0
Nestor_Santillan,1,1,100.0
Mireya_Elisa_Moscoso_Rodriguez,1,1,100.0
Nate_Blackwell,1,1,100.0
Erin_Runnion,4,4,100.0
Buddy_Ryan,1,1,100.0
Francis_George,2,2,100.0
Alexander_Lukashenko,1,1,100.0
Mark_Andrew,1,1,100.0
Justin_Guarini,3,3,100.0
Mitt_Romney,1,1,100.0
Denise_van_Outen,1,1,100.0
Timothy_McVeigh,1,1,100.0
Gary_Forsee,2,2,100.0
Enrique_Iglesias,1,1,100.0
Leonard_Glick,1,1,100.0
Molly_Sims,1,1,100.0
Thomas_Daily,1,1,100.0
Maria_Sanchez_Lorenzo,1,1,100.0
Kirk_Douglas,1,1,100.0
Scott_Gorelick,1,1,100.0
Candace_Sutton,1,1,100.0
Melissa_Mulloy,1,1,100.0
Denis_Fassou-Nguesso,1,1,100.0
Sebastian_Cuattrin,1,1,100.0
Bill_Stapleton,1,1,100.0
Nicolas_Massu,1,1,100.0
Ilan_Ramon,3,3,100.0
Paul_McCartney,7,7,100.0
Muammar_Gaddafi,1,1,100.0
Mike_Carona,1,1,100.0
Michael_Olowokandi,1,1,100.0
Georgia_Giddings,1,1,100.0
Wilson_Alvarez,1,1,100.0
Alejandro_Atchugarry,2,2,100.0
Hee-Won_Han,3,2,66.66666666666667
Kim_Dae-jung,8,8,100.0
Bijan_Namdar_Zangeneh,2,2,100.0
Alexander_Payne,1,1,100.0
William_Perry,1,1,100.0
Jose_Acasuso,1,1,100.0
Mel_Brooks,2,2,100.0
Naomi_Watts,22,21,95.45454545454545
Alfred_Ford,1,1,100.0
Nicole_Kidman,19,19,100.0
Brian_Clemens,1,1,100.0
Bob_Melvin,1,1,100.0
Valentina_Tereshkova,1,1,100.0
Sarah_Hughes,6,6,100.0
Miranda_Gaddis,1,1,100.0
Mitoji_Yabunaka,2,2,100.0
Zalmay_Khalilzad,1,1,100.0
Kevin_Gil,1,1,100.0
Amporn_Falise,1,1,100.0
Vladimir_Spidla,3,3,100.0
Kurt_Hellstrom,1,1,100.0
Martin_McCauley,2,2,100.0
Bill_Bradley,1,1,100.0
Tom_Foy,1,1,100.0
Michelle_Collins,2,2,100.0
Shanna_Zolman,1,1,100.0
Norbert_van_Heyst,1,1,100.0
Vyacheslav_Fetisov,1,1,100.0
Boris_Trajkovski,1,1,100.0
Amy_Pascal,1,1,100.0
Alan_Zemaitis,1,1,100.0
Shia_LaBeouf,2,2,100.0
Carson_Daly,2,2,100.0
Mohammed_Al_Hindi,1,1,100.0
Eva_Marie_Saint,1,1,100.0
Larry_Hagman,1,1,100.0
Mitzi_Gaynor,1,1,100.0
Bill_Parcells,2,2,100.0
Filip_De_Winter,1,1,100.0
Julie_Goodenough,1,1,100.0
Wayne_Newton,1,1,100.0
Marlon_Devonish,1,1,100.0
Bill_Parsons,1,1,100.0
Natalya_Sazanovich,1,1,100.0
Bustam_A_Zedan_Aljanabi,1,1,100.0
Buford_Blount,1,1,100.0
Bruce_Weber,2,2,100.0
Jose_Canseco,3,3,100.0
Serena_Williams,52,52,100.0
Dick_Vermeil,2,2,100.0
Milt_Palacio,1,1,100.0
Amelie_Mauresmo,20,20,100.0
Jorge_Alberto_Galindo,1,1,100.0
Miguel_Estrada,2,2,100.0
Laila_Ali,3,3,100.0
Alfonso_Portillo,1,1,100.0
Megawati_Sukarnoputri,32,32,100.0
Joanne_Woodward,1,1,100.0
George_W_Bush,526,520,98.85931558935361
Nino_DAngelo,1,1,100.0
Andrew_Weissmann,3,3,100.0
Bryce_Carmine,1,1,100.0
Jo_Joong-hyon,1,1,100.0
Nathalie_Baye,4,4,100.0
Chip_Burrus,1,1,100.0
John_Williams,1,1,100.0
Joseph_Ganim,1,1,100.0
Chris_Moore,1,1,100.0
Julius_Erving,1,1,100.0
Larry_Bowa,2,2,100.0
Simona_Hradil,1,1,100.0
Michel_Charles_Chretien,1,1,100.0
Brendan_Hansen,2,2,100.0
Carol_Burnett,2,2,100.0
Eminem,1,1,100.0
Valdas_Adamkus,2,2,100.0
Jonathan_Byrd,1,1,100.0
Matt_Braker,1,1,100.0
Allan_Kemakeza,1,1,100.0
Mike_Myers,7,7,100.0
Tom_Kelly,1,1,100.0
Alan_Dreher,1,1,100.0
Jong_Thae_Hwa,2,2,100.0
Hans-Christian_Schmid,1,1,100.0
Joan_Claybrook,2,2,100.0
Bridgette_Wilson-Sampras,3,3,100.0
Oleksandr_Moroz,2,2,100.0
Natalia_Verbeke,1,1,100.0
Imelda_Marcos,1,1,100.0
Mohammed_Salmane,1,1,100.0
Marsah_Ambrosius,1,1,100.0
Paul_Michael_Daniels,1,1,100.0
Emma_Watson,5,5,100.0
Brandon_Webb,1,1,100.0
Ivo_Dubs,1,1,100.0
Andrew_Niccol,2,2,100.0
Thomas_OBrien,9,9,100.0
Pedro_Pauleta,1,1,100.0
Georgi_Parvanov,2,2,100.0
Mike_Price,2,2,100.0
Patrik_Kristiansson,1,1,100.0
Naomi_Campbell,2,2,100.0
Bob_Taft,1,1,100.0
Brendan_Fraser,1,1,100.0
Thomas_Gottschalk,1,1,100.0
Alicia_Silverstone,2,2,100.0
Nicole_Parker,1,1,100.0
Gavin_Degraw,1,1,100.0
Juljia_Vysotskij,1,1,100.0
Kent_Robinson,1,1,100.0
Alexander_Rumyantsev,2,2,100.0
Masahiko_Nagasawa,2,2,100.0
Boris_Jordan,1,1,100.0
Hana_Makhmalbaf,1,1,100.0
Julianna_Margulies,2,2,100.0
Tony_Blair,144,143,99.30555555555556
Tom_Amstutz,1,1,100.0
Gerhard_Boekel,1,1,100.0
Tristan_Gretzky,1,1,100.0
Michael_J_Fox,1,1,100.0
Jorma_Huhtala,1,1,100.0
Andy_Bryant,1,1,100.0
Michael_Peat,1,1,100.0
Sean_Astin,3,3,100.0
Thomas_Bjorn,2,2,100.0
Lee_Ann_Knight,1,1,100.0
Aaron_Pena,1,1,100.0
Vojislav_Seselj,1,1,100.0
Michael_Shelby,1,1,100.0
Festus_Mogae,1,1,100.0
Amanda_Plumer,1,1,100.0
Pedro_Solbes,4,4,100.0
Thierry_Mariani,1,1,100.0
Tom_Christerson,1,1,100.0
Nanni_Moretti,2,2,100.0
Allen_Iverson,2,2,100.0
Emile_Lahoud,2,2,100.0
Jon_Corzine,3,3,100.0
Kimberly_Bruckner,1,1,100.0
Andrea_Yates,1,1,100.0
Norah_Jones,15,15,100.0
Mike_Davis,1,1,100.0
Lana_Clarkson,2,2,100.0
Mariangel_Ruiz_Torrealba,3,3,100.0
Michael_Adams,1,1,100.0
Jose_Luis_Chilavert,1,1,100.0
Naji_Sabri,7,7,100.0
Carlos_Beltran,1,1,100.0
Hamid_Karzai,22,21,95.45454545454545
Khin_Nyunt,1,1,100.0
Toni_Jennings,1,1,100.0
Ethan_Hawke,4,4,100.0
George_Pataki,5,5,100.0
William_Bulger,4,4,100.0
Oleg_Romantsev,1,1,100.0
Camille_Lewis,1,1,100.0
Martin_Frost,1,1,100.0
Nora_Ephron,1,1,100.0
Vanessa_Laine,1,1,100.0
Urmila_Matondkar,1,1,100.0
Patricia_Phillips,1,1,100.0
Martin_McGuinness,4,4,100.0
Juliette_Lewis,1,1,100.0
Jose_Dirceu,2,2,100.0
Dennis_Erickson,2,2,100.0
Jonathan_Mostow,2,2,100.0
Carlo_Azeglio_Ciampi,1,1,100.0
Tom_Cruise,10,10,100.0
Tzipora_Obziler,1,1,100.0
Dennis_Johnson,1,1,100.0
Mira_Sorvino,1,1,100.0
Deena_Burnett,1,1,100.0
Inga_Hall,1,1,100.0
Tom_Tunney,1,1,100.0
Mary_Catherine_Correll,1,1,100.0
Cari_Davis,1,1,100.0
Bill_Clancy,1,1,100.0
Klaus_Schwab,1,1,100.0
Mark_Hanson,1,1,100.0
Russ_Ortiz,1,1,100.0
Kristen_Breitweiser,3,3,100.0
Brandon_Lloyd,1,1,100.0
Alexandra_Jackson,1,1,100.0
LeRoy_Millette_Jr,1,1,100.0
Mary_Carey,4,4,100.0
Marisol_Breton,1,1,100.0
David_Hilt,1,1,100.0
Ismail_Abu_Shanab,1,1,100.0
Alex_Zanardi,1,1,100.0
Marisa_Tomei,2,1,50.0
Jimmy_Jimenez,1,1,100.0
Vincent_Gallo,3,3,100.0
Dinah_Turner,1,1,100.0
King_Gyanendra,1,1,100.0
Win_Aung,4,4,100.0
Juergen_Chrobog,1,1,100.0
Carlos_Ghosn,2,2,100.0
Tom_Coverdale,2,2,100.0
Dionne_Warwick,1,1,100.0
Nicholoas_DiMarzio,1,1,100.0
Uri_Lopolianski,1,1,100.0
Bill_Fennelly,1,1,100.0
Denys_Arcand,1,1,100.0
Lee_Hong-ki,1,1,100.0
Kevin_Nealon,1,1,100.0
Mike_Gable,1,1,100.0
Hector_Babenco,3,3,100.0
Jim_Tressel,4,4,100.0
Mike_Webster,1,1,100.0
Eurico_Guterres,1,1,100.0
Tyrone_Medley,1,1,100.0
Wallace_Capel,1,1,100.0
William_Nessen,1,1,100.0
Jonathan_Karsh,1,1,100.0
Amy_Yasbeck,1,1,100.0
Eric_Snow,1,1,100.0
Shamai_Leibowitz,1,1,100.0
Tommy_Maddox,1,1,100.0
Brenda_van_Dam,1,1,100.0
Geoff_Dixon,1,1,100.0
Jennifer_Rodriguez,2,2,100.0
Muhammad_Saeed_al-Sahhaf,5,4,80.0
Tonino_Guerra,1,1,100.0
Jerry_Colangelo,1,1,100.0
Alecos_Markides,1,1,100.0
Hans_Leistritz,1,1,100.0
Andre_Techine,1,1,100.0
Melissa_Etheridge,2,2,100.0
Carlos_Alberto_Parreira,1,1,100.0
Yuri_Fedotov,2,2,100.0
Aleksander_Kwasniewski,4,4,100.0
Wes_Craven,1,1,100.0
Harvey_Fierstein,1,1,100.0
Mickey_Gilley,1,1,100.0
Matthew_Ouimet,1,1,100.0
Tom_McClintock,1,1,100.0
Michael_J_Sheehan,2,2,100.0
Dennis_Franchione,1,1,100.0
Tommy_Shane_Steiner,1,1,100.0
Shane_Loux,1,1,100.0
Harald_Ringstorff,1,1,100.0
Boris_Henry,1,1,100.0
Eric_Daze,1,1,100.0
Kitin_Munoz,1,1,100.0
Matthew_McConaughey,1,1,100.0
Milo_Maestrecampo,3,3,100.0
Bud_Selig,4,4,100.0
Alisha_Richman,1,1,100.0
David_Anderson,5,5,100.0
Patti_Smith,1,1,100.0
Bill_Richardson,1,1,100.0
Sergei_Yastrzhembsky,1,1,100.0
Josh_Childress,1,1,100.0
Anastasia_Kelesidou,1,1,100.0
Sam_Rockwell,1,1,100.0
Allison_Searing,1,1,100.0
Alastair_Johnston,1,1,100.0
Tom_Reilly,3,3,100.0
Bonnie_Hunt,1,1,100.0
Nick_Price,1,1,100.0
Ana_Claudia_Talancon,1,1,100.0
Martin_Burnham,1,1,100.0
Isabel_Orellana,1,1,100.0
Marquis_Estill,1,1,100.0
Wang_Yi,2,2,100.0
Nadine_Vinzens,2,2,100.0
Billy_Rork,1,1,100.0
Kim_Dong-tae,1,1,100.0
Harrison_Ford,12,12,100.0
Brigitte_Boisselier,2,2,100.0
Irfan_Ahmed,1,1,100.0
Joschka_Fischer,19,19,100.0
Boris_Berezovsky,2,2,100.0
Mikhail_Kasyanov,4,4,100.0
Brian_Olson,1,1,100.0
Lim_Dong-won,2,2,100.0
Michael_Taylor,1,1,100.0
Jose_Miguel_Aleman,1,1,100.0
Julien_Varlet,1,1,100.0
Bettina_Rheims,1,1,100.0
Andy_Benes,1,1,100.0
Thomas_Malchow,2,2,100.0
Sachiko_Yamada,4,4,100.0
Jose_Carreras,1,1,100.0
Mark_Shapiro,1,1,100.0
Tirunesh_Dibaba,1,1,100.0
Jose_Rosado,1,1,100.0
Jennifer_Tilly,1,1,100.0
Dominik_Garcia-Lorido,2,2,100.0
Bob_Herz,1,1,100.0
Tommy_Lasorda,1,1,100.0
Nikki_Teasley,1,1,100.0
Brian_Heidik,2,2,100.0
Tim_Blake_Nelson,1,1,100.0
Yory_Boy_Campas,1,1,100.0
Jorge_Moreno,1,1,100.0
Michael_Boyce,1,1,100.0
William_Donaldson,7,7,100.0
Sasha_Alexander,1,1,100.0
Mile_Mrksic,1,1,100.0
Peter_Gabriel,1,1,100.0
Tina_Conner,1,1,100.0
Jose_Sarney,3,3,100.0
Kobe_Bryant,2,2,100.0
Jose_Genoino,1,1,100.0
Brian_Jordan,1,1,100.0
Olesya_Bonabarenko,2,2,100.0
Sandra_Ceccarelli,1,1,100.0
Dick_Bennett,1,1,100.0
Maria_Shriver,8,7,87.5
Alan_Mulally,2,2,100.0
Emily_Mortimer,1,1,100.0
Bryan_Chui,1,1,100.0
Islam_Karimov,1,1,100.0
Geoff_Hoon,7,7,100.0
Nasser_al-Kidwa,2,2,100.0
Peter_Rasch,1,1,100.0
Andre_Lange,1,1,100.0
Martin_Brooke,1,1,100.0
Michael_Powell,5,5,100.0
Vernon_Forrest,1,1,100.0
Jennifer_Lopez,21,20,95.23809523809524
Bill_McBride,10,10,100.0
Tom_Rouen,1,1,100.0
Bill_Maher,1,1,100.0
Mario_Puzo,1,1,100.0
Debra_Brown,2,2,100.0
Brooke_Shields,2,2,100.0
Alain_Cervantes,1,1,100.0
Larry_Templeton,1,1,100.0
David_McKiernan,1,1,100.0
Bob_Iger,1,1,100.0
Troy_Jenkins,1,1,100.0
Mehmet_Okur,1,1,100.0
Floyd_Mayweather,1,1,100.0
Wu_Yi,3,3,100.0
Paul_Wollnough,1,1,100.0
Odai_Hussein,1,1,100.0
Hamid_Efendi,1,1,100.0
Larry_Anderson,1,1,100.0
Paul_Wolfowitz,10,9,90.0
Mohamed_Benaissa,2,2,100.0
Michael_Leavitt,2,2,100.0
Dennis_Powell,2,2,100.0
Brett_Perry,1,1,100.0
Mariah_Carey,7,7,100.0
Alyson_Hannigan,1,1,100.0
Michael_Rolinee,1,1,100.0
Ryan_Nyquist,1,1,100.0
Geoffrey_Davis,1,1,100.0
Dennis_Oswald,1,1,100.0
Eric_Wedge,1,1,100.0
Kenneth_Dam,1,1,100.0
Judi_Patton,1,1,100.0
Matthew_Perry,7,7,100.0
Brawley_King,1,1,100.0
Jim_Wong,1,1,100.0
Anastasia_Myskina,3,3,100.0
Nestor_Gonzalez,1,1,100.0
Vaclav_Klaus,2,2,100.0
Nia_Vardalos,5,5,100.0
Juan_Fernandez,1,1,100.0
Marina_Anissina,2,2,100.0
Martin_Brodeur,2,2,100.0
Oliver_Neuville,1,1,100.0
Jim_Thome,1,1,100.0
Shavon_Earp,1,1,100.0
Tom_Curley,1,1,100.0
Peter_Mansbridge,1,1,100.0
Leslie_Moonves,2,2,100.0
Tsutomu_Takebe,2,2,100.0
Mario_Kreutzberger,2,2,100.0
Maria_Simon,1,1,100.0
Mark_Gottfried,3,3,100.0
Michael_Brandon,1,1,100.0
Miroljub,2,2,100.0
Roy_Chaderton,1,1,100.0
Dieter_Holzer,1,1,100.0
Natanaela_Barnova,1,1,100.0
Kevin_Harvick,1,1,100.0
Munir_Akram,2,2,100.0
Joan_Dangerfield,1,1,100.0
Wang_Hailan,1,1,100.0
Emmanuelle_Beart,3,3,100.0
Sean_Hayes,2,2,100.0
Jonathan_Tiomkin,1,1,100.0
Julie_Gerberding,15,15,100.0
Michael_Patrick_King,2,2,100.0
Angelica_Romero,1,1,100.0
Michael_Bloomberg,20,20,100.0
Calvin_Harrison,1,1,100.0
Bison_Dele,1,1,100.0
Ali_Abbas,2,2,100.0
Miguel_Rosseto,1,1,100.0
Judi_Dench,2,2,100.0
Lewis_Booth,1,1,100.0
Tomas_Enge,1,1,100.0
Kjell_Magne_Bondevik,3,3,100.0
Nicola_Wells,1,1,100.0
Carla_Myers,2,2,100.0
Sachin_Tendulkar,1,1,100.0
Justin_Leonard,4,4,100.0
Hedayat_Amin_Arsala,1,1,100.0
Jenna_Elfman,1,1,100.0
Fran_Drescher,2,1,50.0
Dean_Jacek,1,1,100.0
Mark_Hamister,2,2,100.0
Bill_Guerin,1,1,100.0
Masamori_Tokuyama,1,1,100.0
Ed_Case,1,1,100.0
Judy_Vassar,1,1,100.0
Miguel_Aldana_Ibarra,1,1,100.0
Hamad_Bin_Jassim,1,1,100.0
Demi_Moore,4,4,100.0
Carla_Gugino,1,1,100.0
David_McCullough,1,1,100.0
