Name,#Images,#Recognised images,Percent of recognising
Brian_Schneider,1,1,100.0
Mark_Hogan,1,1,100.0
Marina_Canetti,1,1,100.0
Mark_Cuban,2,2,100.0
Mike_Helton,2,2,100.0
Derian_Hatcher,1,1,100.0
Andrew_Luster,1,1,100.0
Dinora_Rosales,1,1,100.0
David_Dodge,2,2,100.0
William_McDonough,1,1,100.0
David_Alpay,1,1,100.0
Alberto_Acosta,1,1,100.0
Phil_Cullen,1,1,100.0
Martha_Beatriz_Roque,2,2,100.0
Monica_Seles,6,6,100.0
OJ_Simpson,2,2,100.0
Billy_Donovan,1,1,100.0
Emily_Mason,1,1,100.0
Michel_Kratochvil,1,1,100.0
Moon-So-ri,1,1,100.0
Miyako_Miyazaki,2,2,100.0
Jorge_Rodolfo_Canicoba_Corral,2,2,100.0
Caroline_Link,1,1,100.0
Momcilo_Perisic,1,1,100.0
Ruth_Christofferson,1,1,100.0
Michael_Lechner,1,1,100.0
Scott_McNealy,2,2,100.0
Dino_Risi,1,1,100.0
Oprah_Winfrey,4,4,100.0
Marina_Hands,1,1,100.0
David_Bowie,1,1,100.0
Normand_Legault,1,1,100.0
Todd_Wike,1,1,100.0
Larry_Lindsey,2,2,100.0
Emmanuel_Milingo,1,1,100.0
Billy_Gilman,1,1,100.0
Shane_Hmiel,1,1,100.0
Juan_Carlos_Ortega,1,1,100.0
George_Maxwell_Richards,1,1,100.0
Mary_Frances_Seiter,1,1,100.0
Al_Pacino,3,3,100.0
Mathias_Reichhold,3,3,100.0
Scott_Weiland,1,1,100.0
Maurice_Papon,1,1,100.0
Vince_Gill,2,2,100.0
Bo_Ryan,2,2,100.0
Emmit_Smith,2,2,100.0
Carlos_Barra,1,1,100.0
Dick_Smothers,1,1,100.0
Alfonso_Soriano,1,1,100.0
Mo_Elleithee,1,1,100.0
Philippe_Noiret,1,1,100.0
Bobby_Robson,2,2,100.0
Mehdi_Baala,1,1,100.0
Mehmet_Ali_Sahin,1,1,100.0
Jung_Bong,1,1,100.0
Lee_Ann_Terlaji,1,1,100.0
Mika_Hakkinen,1,1,100.0
Olivia_Newton-John,2,2,100.0
Tina_Andrews,1,1,100.0
Werner_Schlager,1,1,100.0
Rudi_Voeller,1,1,100.0
Jeremy_Fogel,1,1,100.0
Larry_Eustachy,1,1,100.0
Johnny_Htu,1,1,100.0
Bill_Cartwright,1,1,100.0
Amy_Cotton,1,1,100.0
Jerry_Bruckheimer,1,1,100.0
Alejandro_Lerner,1,1,100.0
Hal_Sutton,2,1,50.0
Ruth_Harlow,2,2,100.0
Gen_Meredith,1,1,100.0
Angelina_Jolie,20,19,95.0
Maryn_McKenna,1,1,100.0
Todd_Petit,1,1,100.0
Carly_Gullickson,1,1,100.0
Chan_Gailey,3,2,66.66666666666667
Mick_Jagger,5,5,100.0
Earl_Fritts,1,1,100.0
Charlotte_Church,1,1,100.0
Michael_DeMinico,1,1,100.0
Mike_Fisher,1,1,100.0
Nicole_Hiltz,1,1,100.0
Eric_Idle,1,1,100.0
Joxel_Garcia,1,1,100.0
Bill_Duffey,1,1,100.0
Norm_Coleman,7,7,100.0
Sergei_Ivanov,5,5,100.0
Carlos_Moya,19,11,57.89473684210526
Jakob_Kellenberger,1,1,100.0
Alan_Trammell,1,1,100.0
Joan_Jett,1,1,100.0
Jorge_Quiroga,1,1,100.0
Gerard_Tronche,1,1,100.0
Michelle_Pfeiffer,3,3,100.0
Bill_Lerach,1,1,100.0
Tracy_Wyle,1,1,100.0
George_Murphy,1,1,100.0
Michael_Jasny,1,1,100.0
Johnny_Depp,2,2,100.0
Vanessa_Incontrada,4,4,100.0
Dianne_Feinstein,3,3,100.0
Chris_Neil,1,1,100.0
Osama_bin_Laden,4,4,100.0
Willis_Roberts,1,1,100.0
Kim_Cattrall,1,1,100.0
Melinda_Czink,1,1,100.0
Larry_Brown,7,7,100.0
Noah_Wyle,3,3,100.0
Spencer_Abraham,17,17,100.0
Tom_Brennan,1,1,100.0
Gary_Williams,2,2,100.0
Habib_Hisham,1,1,100.0
Alexis_Dennisoff,1,1,100.0
Odilia_Collazo,1,1,100.0
Minnie_Mendoza,1,1,100.0
Choi_Sung-hong,5,5,100.0
Kevin_Costner,8,8,100.0
Bob_Dole,2,2,100.0
Mary_Bono,1,1,100.0
Paul_Bremer,19,9,47.36842105263158
Diane_Lane,1,1,100.0
Phil_Cline,1,1,100.0
David_Modell,1,1,100.0
John_Wright,1,1,100.0
Billy_Graham,2,2,100.0
Tom_Smothers,1,1,100.0
Moshe_Katsav,4,4,100.0
Orlando_Bloom,3,3,100.0
Juan_Carlos_Morales,1,1,100.0
Binyamin_Ben-Eliezer,6,6,100.0
Kenneth_Reichert,1,1,100.0
Martin_Boryczewski,1,1,100.0
William_Umbach,1,1,100.0
Brian_De_Palma,1,1,100.0
Geovani_Lapentti,1,1,100.0
Nawabzada_Nasrullah_Khan,1,1,100.0
Turner_Stevenson,1,1,100.0
Michael_Jackson,12,12,100.0
Nova_Esther_Guthrie,1,1,100.0
Morgan_Freeman,2,2,100.0
Alessandro_Nesta,1,1,100.0
Jerry_Angelo,1,1,100.0
Kurt_Busch,2,2,100.0
Alicia_Molik,1,1,100.0
Brian_Pavlich,1,1,100.0
Michael_Wayne,1,1,100.0
Bruce_Springsteen,4,4,100.0
Mark_Bellhorn,1,1,100.0
Albert_Pujols,1,1,100.0
Pier_Ferdinando_Casini,1,1,100.0
Will_Ferrell,1,1,100.0
Diana_Taurasi,2,2,100.0
George_Galloway,3,3,100.0
Paul_Greengrass,1,1,100.0
Mark_Leno,1,1,100.0
David_Montoya,1,1,100.0
Kostya_Tszyu,1,1,100.0
Billy_Bob_Thornton,1,1,100.0
Alexa_Vega,1,1,100.0
Alejandro_Avila,3,3,100.0
Brendan_Gaughan,1,1,100.0
Michael_Dell,1,1,100.0
Larry_Pleau,1,1,100.0
Heath_Ledger,4,4,100.0
Bruce_Gebhardt,1,1,100.0
Gene_Sauers,1,1,100.0
Timothy_Rigas,1,1,100.0
Tina_Fey,1,1,100.0
Mike_Sweeney,1,1,100.0
Marsha_Thomason,1,1,100.0
Mike_Tyson,4,4,100.0
Monte_Kiffin,1,1,100.0
Alvaro_Noboa,3,3,100.0
Mohamed_ElBaradei,8,8,100.0
Debra_Shank,1,1,100.0
Carlos_Salinas,1,1,100.0
Allan_Wagner,1,1,100.0
Mark_Mulder,1,1,100.0
Gary_Gitnick,1,1,100.0
Walter_Woods,1,1,100.0
Dave_Johnson,1,1,100.0
Tiffany_Limos,1,1,100.0
Bruna_Colosio,1,1,100.0
Sargis_Sargsian,1,1,100.0
Brian_Campbell,1,1,100.0
Carlos_Lordkipanitse,1,1,100.0
Jose_Woldenberg,1,1,100.0
Nan_Wang,4,4,100.0
Evan_Rachel_Wood,3,3,100.0
Vicki_Zhao_Wei,2,2,100.0
Hal_Sellers,1,1,100.0
Marty_Mornhinweg,3,3,100.0
Amy_Gale,1,1,100.0
Emma_Nicholson,1,1,100.0
Gerhard_Schmid,1,1,100.0
Hashim_Thaci,2,2,100.0
Denis_Coderre,1,1,100.0
Carolina_Kluft,3,3,100.0
Michael_Deutsch,1,1,100.0
Kim_Su_Nam,1,1,100.0
Alexandre_Vinokourov,1,1,100.0
Jennie_Finch,1,1,100.0
Marricia_Tate,1,1,100.0
Sam_Mendes,2,2,100.0
Kristen_Rivera,1,1,100.0
Mike_Weir,10,8,80.0
Wim_Duisenberg,1,1,100.0
Carlos_Alberto,1,1,100.0
Jeremy_Shockey,2,2,100.0
Allison_Janney,2,2,100.0
Mikhail_Youzhny,3,3,100.0
Brandon_Spann,1,1,100.0
Gaston_Gaudio,1,1,100.0
Hasan_Wirayuda,1,1,100.0
Kurt_Budke,1,1,100.0
Diana_Ross,1,1,100.0
Heather_Chinnock,1,1,100.0
Earl_Scruggs,1,1,100.0
Bill_Byrne,1,1,100.0
Maria_Wetterstrand,1,1,100.0
Joseph_Safra,1,1,100.0
Kit_Bond,1,1,100.0
Laura_Bozzo,1,1,100.0
Eva_Dimas,2,2,100.0
Vincent_Sombrotto,1,1,100.0
Nicole,1,1,100.0
Koji_Uehara,1,1,100.0
Tom_Gamboa,1,1,100.0
Carol_Moseley_Braun,2,2,100.0
Hans_Peter_Briegel,1,1,100.0
Perry_Farrell,1,1,100.0
Ana_Sebastiao,1,1,100.0
Kurt_Thomas,1,1,100.0
Vincent_Cianci_Jr,1,1,100.0
Maurice_Cheeks,1,1,100.0
Martin_Short,1,1,100.0
Kong_Quan,1,1,100.0
Nick_Rahall,1,1,100.0
Monique_Ferreira,1,1,100.0
Zinedine_Zidane,5,4,80.0
Beyonce_Knowles,1,1,100.0
Billy_Joel,1,1,100.0
Shinya_Taniguchi,1,1,100.0
Hamad_Bin_Isa_al-Khalifa,1,1,100.0
Mauro_Viza,1,1,100.0
Emmanuel_Filiberto,1,1,100.0
Jose_Luis_Rodriguez_Zapatero,1,1,100.0
Mukhtar_Alytnbayev,1,1,100.0
Hanan_Ashrawi,2,2,100.0
Carlos_De_Abreu,1,1,100.0
Iran_Brown,1,1,100.0
Thomas_Cloyd,1,1,100.0
Tom_Miller,1,1,100.0
Tommy_Tubberville,1,1,100.0
Serena_Karlan,1,1,100.0
Matt_Dillon,3,3,100.0
Cathy_Chisholm,1,1,100.0
Alicia_Witt,1,1,100.0
Daniell_Sunjata,1,1,100.0
George_Roy_Hill,2,2,100.0
Johnny_Unitas,2,2,100.0
Mary_Katherine_Smart,1,1,100.0
Chen_Liang_Yu,2,2,100.0
Marion_Fahnestock,1,1,100.0
Martin_Kristof,1,1,100.0
Mark_Polansky,1,1,100.0
Juergen_Peters,2,2,100.0
Andy_Garcia,1,1,100.0
Tom_Jones,2,2,100.0
Angela_Lansbury,2,2,100.0
Anders_Ebbeson,3,3,100.0
Chang_Saio-yue,1,1,100.0
Mark_Warner,2,2,100.0
Betty_Garrison,1,1,100.0
Gary_Leon_Ridgway,1,1,100.0
Matt_Anderson,1,1,100.0
Paul_Burrell,11,11,100.0
Omar_Khan_Sharif,1,1,100.0
David_Hasselhoff,1,1,100.0
Dominic_Monaghan,1,1,100.0
Tim_Welsh,1,1,100.0
Roy_Rogers,1,1,100.0
George_Ryan,4,4,100.0
Bruce_Willis,1,1,100.0
Bilal_Erdogan,1,1,100.0
Michelle_Rodriguez,2,2,100.0
Martin_Cauchon,2,2,100.0
Sanja_Papic,1,1,100.0
Noelle_Bush,4,4,100.0
Andy_Perez,1,1,100.0
Charlie_Hunnam,1,1,100.0
Hank_Bass,1,1,100.0
Wang_Yingfan,3,3,100.0
Scott_Verplank,1,1,100.0
Amanda_Coetzer,2,2,100.0
William_Overlin,1,1,100.0
Alberta_Lee,1,1,100.0
Evan_Marriott,1,1,100.0
Mario_Lobo_Zagallo,1,1,100.0
Mario_Dominguez,1,1,100.0
Rudolph_Giuliani,24,23,95.83333333333333
Turner_Gill,1,1,100.0
Yoko_Ono,6,5,83.33333333333333
George_P_Bush,2,2,100.0
Bob_Hope,7,7,100.0
Erick_Barkley,1,1,100.0
David_Caraway,2,2,100.0
Maritza_Macias_Furano,1,1,100.0
Pham_Sy_Chien,1,1,100.0
Patti_Labelle,3,3,100.0
Koichiro_Matsuura,1,1,100.0
Lawrence_Foley,1,1,100.0
Imran_Khan,1,1,100.0
George_Harrison,1,1,100.0
Joy_Bryant,1,1,100.0
Bob_Geldof,2,2,100.0
Kenneth_Brill,1,1,100.0
Brian_Billick,1,1,100.0
Van_Hilley,1,1,100.0
Carla_Tricoli,1,1,100.0
Lenny_Wilkens,3,3,100.0
Micah_Knorr,1,1,100.0
Todd_Reid,1,1,100.0
Michael_Bouchard,1,1,100.0
Cesar_Gaviria,8,8,100.0
Jeremy_Wotherspoon,1,1,100.0
Mitchell_Crooks,1,1,100.0
Martin_Landau,1,1,100.0
Bill_Rainer,1,1,100.0
Sidney_Poitier,1,1,100.0
William_Murabito,1,1,100.0
Gary_Doer,3,3,100.0
Martina_McBride,5,5,100.0
Geraldine_Chaplin,4,4,100.0
Shannon_OBrien,2,2,100.0
Patricia_Russo,1,1,100.0
Jerome_Golmard,1,1,100.0
Kosuke_Kitajima,2,2,100.0
William_Genego,1,1,100.0
Monique_Garbrecht-Enfeldt,3,3,100.0
Han_Sung_Joo,1,1,100.0
Hans_Eichel,3,3,100.0
Klaus_Zwickel,2,2,100.0
Mark_McClellan,1,1,100.0
Michael_Sullivan,2,2,100.0
Lily_Tomlin,2,2,100.0
Geoffrey_Rush,1,1,100.0
Paula_Radcliffe,6,6,100.0
Larry_Greene,1,1,100.0
Theresa_May,3,3,100.0
Dariusz_Michalczewski,1,1,100.0
Ally_Sheedy,1,1,100.0
Gene_Robinson,5,5,100.0
Andy_Madikians,1,1,100.0
Ryan_Leaf,1,1,100.0
Joseph_Fiennes,1,1,100.0
Andy_Roddick,14,13,92.85714285714286
Michael_Weiss,1,1,100.0
Melina_Kanakaredes,1,1,100.0
Nicklas_Lidstrom,1,1,100.0
Michel_Therrien,2,2,100.0
Niall_Connolly,1,1,100.0
Bruce_Arena,1,1,100.0
Theo_Epstein,2,2,100.0
Heidi_Fleiss,4,4,100.0
Dolly_Parton,2,2,100.0
Mark_Swartz,1,1,100.0
Tony_Parker,2,2,100.0
Alek_Wek,1,1,100.0
Michael_Chertoff,1,1,100.0
Aaron_Eckhart,1,1,100.0
Tim_Matheson,1,1,100.0
Jorge_Valdano,2,2,100.0
MC_Hammer,1,1,100.0
Uday_Hussein,1,1,100.0
Tung_Chee-hwa,8,8,100.0
Mohammad_Khatami,9,9,100.0
Catherine_Bell,1,1,100.0
Michael_Goldrich,1,1,100.0
Mickey_Rooney,1,1,100.0
Eric_Clapton,2,2,100.0
Liane_Janda,1,1,100.0
Gary_Marshall,1,1,100.0
Amram_Mitzna,2,2,100.0
Jose_Canseco_Sr,1,1,100.0
Mario_Austin,1,1,100.0
Hadley_Bilger,1,1,100.0
Bob_Curtis,1,1,100.0
Juan_Roman_Carrasco,1,1,100.0
Tom_Watson,3,3,100.0
Michael_Denzel,1,1,100.0
Thierry_Falise,3,3,100.0
Silvio_Fernandez,2,2,100.0
Diana_Renee_Valdivieso_Dubon,1,1,100.0
Pedro_Alvarez,1,1,100.0
Mike_Slive,1,1,100.0
Mario_Gallegos,1,1,100.0
Ernie_Grunfeld,1,1,100.0
Silvie_Cabero,1,1,100.0
Hamzah_Haz,2,2,100.0
Emily_Robison,2,2,100.0
Bob_Huggins,4,4,100.0
Joseph_Lopez,1,1,100.0
Kevin_Stallings,2,2,100.0
Penny_Dupuie,1,1,100.0
Peter_Mackay,1,1,100.0
Etta_James,1,1,100.0
Lesia_Burlak,1,1,100.0
Tom_OBrien,1,1,100.0
Jose_Viegas_Filho,2,2,100.0
Toshi_Izawa,1,1,100.0
Max_Biaggi,1,1,100.0
George_Blaney,1,1,100.0
Sandra_Day_OConner,1,1,100.0
Buzz_Hargrove,1,1,100.0
McGuire_Gibson,1,1,100.0
Thomas_Fargo,4,4,100.0
Mike_Sherman,1,1,100.0
Maria_Shkolnikova,1,1,100.0
Ham_Pong-sil,1,1,100.0
Carlo_Ancelotti,3,3,100.0
Wilfredo_Moreno,1,1,100.0
Kevin_James,1,1,100.0
Dick_Posthumus,1,1,100.0
Matthew_During,1,1,100.0
Johnny_Hallyday,1,1,100.0
Leonard_Hamilton,2,2,100.0
Alfred_Sant,1,1,100.0
Vinnie_Jones,1,1,100.0
Tony_Bennett,4,4,100.0
Khatol_Mohammad_Zai,1,1,100.0
Andrea_Bocelli,1,1,100.0
Tom_Harkin,5,5,100.0
Victoria_Beckham,3,3,100.0
Thad_Matta,1,1,100.0
Sebastian_Porto,1,1,100.0
Veronica_Lake,1,1,100.0
Nicolas_Eyzaguirre,1,1,100.0
Michael_Shane_Jolly,1,1,100.0
Andre_Bucher,1,1,100.0
Heinrich_Wolfgang,1,1,100.0
Vince_Vaughan,1,1,100.0
Mike_Cunning,1,1,100.0
Mike_Flanagan,1,1,100.0
Cameron_Diaz,6,6,100.0
Mary_Lou_Retton,1,1,100.0
Laura_Hernandez,2,2,100.0
Laura_Ziskin,1,1,100.0
Bill_Curry,1,1,100.0
Virgina_Ruano_Pascal,1,1,100.0
Tina_Brown,1,1,100.0
Tippi_Hedren,2,2,100.0
Esteban_Cordoba-Velazquez,1,1,100.0
Kenneth_Bowersox,3,3,100.0
AnFernce_Negron,1,1,100.0
Thomas_Wyman,2,1,50.0
Martin_Gecht,1,1,100.0
Mike_Tice,1,1,100.0
Thomas_Watjen,1,1,100.0
Zico,3,3,100.0
Brian_Williams,1,1,100.0
Nobuyuki_Idei,1,1,100.0
Yasushi_Chimura,1,1,100.0
Vincent_Spadea,1,1,100.0
David_Howard,1,1,100.0
Nancy_Kerrigan,1,1,100.0
Zakia_Hakki,1,1,100.0
Calvin_Joseph_Coleman,1,1,100.0
Wycliffe_Grousbeck,1,1,100.0
Joseph_Nacchio,1,1,100.0
Warren_Buffett,3,3,100.0
Gerard_de_Cortanze,1,1,100.0
Martha_Bowen,2,2,100.0
Esther_Macklin,1,1,100.0
Mike_Easley,1,1,100.0
Naoto_Kan,4,4,100.0
Cathryn_Crawford,1,1,100.0
Saeed_Mortazavi,1,1,100.0
Alimzhan_Tokhtakhounov,2,2,100.0
Andy_Lau,1,1,100.0
Allen_Rock,1,1,100.0
Stacy_Dragila,2,2,100.0
Mike_Matthews,1,1,100.0
Julio_De_Brun,1,1,100.0
Valerie_Harper,2,2,100.0
Sonja_Kesselschlager,1,1,100.0
Dick_Clark,3,3,100.0
Jim_Taylor,1,1,100.0
Paul_Reiser,1,1,100.0
Latrell_Sprewell,2,2,100.0
David_Hanson,1,1,100.0
Mark_Butcher,1,1,100.0
Dianne_Reeves,1,1,100.0
Kim_Hong-gul,1,1,100.0
Bruce_Van_De_Velde,2,2,100.0
Larry_Nichols,1,1,100.0
Alfredo_di_Stefano,1,1,100.0
Martin_Hoellwarth,2,2,100.0
Norman_Mineta,1,1,100.0
Heather_Whitestone_McCallum,1,1,100.0
Mother_Teresa,1,1,100.0
Larry_Hahn,1,1,100.0
Paul_Coppin,2,2,100.0
Betty_Williams,1,1,100.0
Thomas_Ferguson,1,1,100.0
Natalie_Stewart,1,1,100.0
Lew_Rywin,1,1,100.0
Jeri_Ryan,1,1,100.0
Jeong_Se-hyun,9,9,100.0
Eric_Shinseki,1,1,100.0
Todd_Robbins,1,1,100.0
Michalis_Chrisohoides,1,1,100.0
Josh_Kronfeld,1,1,100.0
Gary_Gero,1,1,100.0
Mary_Lou_Markakis,1,1,100.0
Leigh_Winchell,1,1,100.0
Emma_Thompson,3,3,100.0
Pete_Sampras,22,21,95.45454545454545
William_Ford_Jr,7,7,100.0
Bryan_Cooley,1,1,100.0
Larry_Flynt,1,1,100.0
William_Cocksedge,1,1,100.0
Bob_Guccione,1,1,100.0
Paula_Zahn,2,2,100.0
Khalid_Khannouchi,1,1,100.0
Amber_Tamblyn,2,2,100.0
Jennifer_Connelly,4,4,100.0
Brian_Kerr,1,1,100.0
Walid_Al-Awadi,1,1,100.0
Milan_Milutinovic,1,1,100.0
Matt_LeBlanc,1,1,100.0
Yolanda_King,1,1,100.0
Bill_Butler,1,1,100.0
Nick_Turner,1,1,100.0
Tony_Cummo,1,1,100.0
Tina_Sinatra,1,1,100.0
Bob_Hayes,1,1,100.0
Lance_Armstrong,18,18,100.0
Yao_Ming,8,8,100.0
Morgan_Hentzen,1,1,100.0
Enrique_Bolanos,5,5,100.0
Wanda_Ilene_Barzee,1,1,100.0
Martin_Rodriguez,1,1,100.0
Amy_Redford,1,1,100.0
Al_Gore,8,8,100.0
Alex_Sink,3,3,100.0
Matthew_Broderick,4,4,100.0
William_Rehnquist,2,2,100.0
Miguel_Cotto,1,1,100.0
Scott_Peterson,5,5,100.0
Michael_Moore,3,3,100.0
Delphine_Chuillot,1,1,100.0
Angelo_Genova,1,1,100.0
Francis_Collins,1,1,100.0
Masatoshi_Koshiba,1,1,100.0
Kevin_Spacey,5,5,100.0
Wolfgang_Clement,1,1,100.0
Ismail_Khan,1,1,100.0
Meg_Mallon,1,1,100.0
Tyron_Garner,2,2,100.0
Francis_Ricciardone,1,1,100.0
Michael_Kirby,1,1,100.0
Alastair_Campbell,5,5,100.0
Omar_Sharif,4,4,100.0
Mesut_Yilmaz,1,1,100.0
Alex_Cabrera,1,1,100.0
Candie_Kung,4,4,100.0
Meryl_Streep,15,15,100.0
Matthew_Vaughan,1,1,100.0
BJ_Habibie,1,1,100.0
Michael_Frayn,1,1,100.0
Nikki_Reed,2,2,100.0
JJ_Redick,2,2,100.0
TJ_Ford,1,1,100.0
Camilla_Parker_Bowles,2,2,100.0
Andrew_Jarecki,1,1,100.0
Chris_Claiborne,1,1,100.0
William_Pryor_Jr,1,1,100.0
Kurt_Russell,2,2,100.0
Julio_Cesar_Chavez,1,1,100.0
Carol_Niedermayer,1,1,100.0
Jonathan_Schroeder,1,1,100.0
Mike_Leach,1,1,100.0
Bruno_Junquiera,1,1,100.0
Bob_Sulkin,1,1,100.0
Kim_Weeks,1,1,100.0
Gennifer_Flowers,1,1,100.0
Tom_Welch,1,1,100.0
Miguel_Juarez_Perez,1,1,100.0
Andre_Agassi,36,35,97.22222222222223
Bob_Krueger,1,1,100.0
Carlos_Mesa,2,2,100.0
Amr_Moussa,1,1,100.0
Billy_Crawford,1,1,100.0
Mike_Eskew,1,1,100.0
Nicholas_Tse,2,1,50.0
Jose_Lopez_Beltran,1,1,100.0
Hamza_Atiya_Muhsen,1,1,100.0
Mark_Heller,1,1,100.0
Bob_Goldman,1,1,100.0
Andy_Dick,1,1,100.0
Sammy_Knight,1,1,100.0
George_Clooney,9,9,100.0
Patrick_Ewing,2,2,100.0
Mikhail_Gorbachev,2,2,100.0
Bob_Beauprez,2,2,100.0
Isabela_Moraes,1,1,100.0
Vadim_Devyatovskiy,1,1,100.0
Tessa_Jowell,1,1,100.0
Tom_Craddick,4,4,100.0
Andrew_Sabey,1,1,100.0
Juergen_Trittin,1,1,100.0
Gary_Sinise,1,1,100.0
William_Joppy,1,1,100.0
Paul_Crake,1,1,100.0
Carolina_Barco,1,1,100.0
Naomi_Hayashi,1,1,100.0
Kirsten_Gilham,1,1,100.0
Bob_Hartley,1,1,100.0
Albert_Montanes,1,1,100.0
Gavyn_Arthur,1,1,100.0
Julie_Andrews,1,1,100.0
Diana_Krall,6,6,100.0
Tom_Glavine,2,2,100.0
Celine_Dion,8,8,100.0
Masao_Azuma,1,1,100.0
Toni_Braxton,3,3,100.0
Roy_Blunt,1,1,100.0
Newt_Gingrich,1,1,100.0
Uma_Thurman,3,3,100.0
Jimmy_Smits,1,1,100.0
Phil_McGraw,1,1,100.0
Michael_Donovan,1,1,100.0
Bo_Pelini,2,2,100.0
Intisar_Ajouri,3,3,100.0
Zelma_Novelo,1,1,100.0
David_Dorfman,1,1,100.0
Mitch_Kupchak,1,1,100.0
Natalia_Dmitrieva,1,1,100.0
Cecilia_Bolocco,3,3,100.0
Saeed_Anwar,1,1,100.0
Irina_Lobacheva,1,1,100.0
Dick_Latessa,2,2,100.0
Fidel_Castro,18,18,100.0
Michael_Clarke_Duncan,1,1,100.0
Hamid_Reza_Asefi,1,1,100.0
Bill_King,1,1,100.0
Willie_Nelson,1,1,100.0
JP_Suarez,1,1,100.0
Andrew_Shutley,1,1,100.0
Wayne_Gretzky,4,4,100.0
Brian_Cowen,2,2,100.0
Morris_Watts,1,1,100.0
Martha_Burk,4,4,100.0
Jim_Sterk,1,1,100.0
Patricia_Medina,1,1,100.0
Amy_Brenneman,1,1,100.0
Eunice_Barber,2,2,100.0
Kurt_Tanabe,1,1,100.0
Brandon_Inge,1,1,100.0
Chin-Hui_Tsao,1,1,100.0
Timbul_Silaen,1,1,100.0
Viola_Davis,1,1,100.0
Tina_Pisnik,1,1,100.0
Michael_Guiler,1,1,100.0
Trudi_Lacey,1,1,100.0
Paul_Li_Calsi,1,1,100.0
Angel_Maza,1,1,100.0
Mel_Karmazin,1,1,100.0
Tubby_Smith,3,3,100.0
Tim_Pawlenty,1,1,100.0
Meirion_Evans,1,1,100.0
Alexandre_Daigle,1,1,100.0
Alex_Wallau,1,1,100.0
Jack_LaLanne,1,1,100.0
Ernest_Hollings,1,1,100.0
Thomas_Wilkens,1,1,100.0
Tom_Coughlin,1,1,100.0
Tia_Mowry,1,1,100.0
Jerome_Jenkins,1,1,100.0
Max_von_Sydow,1,1,100.0
Tian_Liang,1,1,100.0
Biljana_Plavsic,3,3,100.0
Oliver_Phelps,1,1,100.0
Daniele_Nardello,1,1,100.0
Billy_Boyd,1,1,100.0
Rowan_Williams,1,1,100.0
Kim_Dong-hwa,1,1,100.0
Alberto_Gonzales,1,1,100.0
